ds,y,tool,dz
12/26/2023,104.9303,23,dz2
12/26/2023,105.6093,8,dz2
12/27/2023,139.6908,8,dz3
12/27/2023,138.5083,23,dz3
12/27/2023,0,18,dz8
12/27/2023,106.4257,23,dz2
12/27/2023,106.1586,8,dz2
12/28/2023,0,18,dz8
1/2/2024,153.1724,7,dz9
1/2/2024,105.8763,23,dz2
1/2/2024,103.2441,8,dz2
1/2/2024,144.9324,23,dz9
1/2/2024,102.1836,18,dz8
1/3/2024,145.48174,7,dz9
1/3/2024,145.39018,23,dz9
1/3/2024,0,7,dz6
1/3/2024,103.1907,18,dz8
1/3/2024,0,23,dz6
1/3/2024,98.37642,8,dz2
1/3/2024,100.589,23,dz2
1/4/2024,103.7706,23,dz2
1/4/2024,105.4796,18,dz8
1/4/2024,103.2823,8,dz2
1/5/2024,152.94351,23,dz9
1/5/2024,146.28285,7,dz9
1/5/2024,104.3123,8,dz2
1/5/2024,105.6017,18,dz8
1/5/2024,103,23,dz2
1/6/2024,0,7,dz6
1/6/2024,0,23,dz6
1/6/2024,151.66173,7,dz9
1/6/2024,106.5249,8,dz2
1/6/2024,153.91248,23,dz9
1/6/2024,106.6393,18,dz8
1/6/2024,105.4033,23,dz2
1/7/2024,103.8545,23,dz2
1/7/2024,153.74461,7,dz9
1/7/2024,105.1286,8,dz2
1/7/2024,151.0361,23,dz9
1/8/2024,99.70397,8,dz2
1/8/2024,102.4964,18,dz8
1/8/2024,99.49034,23,dz2
1/8/2024,152.45522,7,dz9
1/8/2024,153.39366,23,dz9
1/8/2024,0,7,dz6
1/8/2024,0,23,dz6
1/9/2024,153.92773,7,dz9
1/9/2024,102.0386,8,dz2
1/9/2024,104.1978,18,dz8
1/9/2024,101.8021,23,dz2
1/9/2024,0,7,dz6
1/9/2024,151.95166,23,dz9
1/9/2024,0,23,dz6
1/10/2024,146.75589,23,dz9
1/10/2024,152.90536,7,dz9
1/10/2024,101.6266,8,dz2
1/10/2024,106.6164,18,dz8
1/10/2024,0,23,dz6
1/10/2024,0,7,dz6
1/10/2024,101.5656,23,dz2
1/11/2024,0,23,dz6
1/11/2024,0,7,dz6
1/11/2024,106.8987,18,dz8
1/11/2024,149.98322,7,dz9
1/11/2024,153.93536,23,dz9
1/11/2024,103.885,23,dz2
1/11/2024,104.3123,8,dz2
1/12/2024,0,7,dz6
1/12/2024,0,23,dz6
1/12/2024,102.2904,8,dz2
1/12/2024,101.3749,23,dz2
1/12/2024,103.0152,18,dz8
1/13/2024,104.4496,18,dz8
1/13/2024,101.2604,23,dz2
1/13/2024,0,7,dz6
1/13/2024,101.9013,8,dz2
1/13/2024,0,23,dz6
1/14/2024,98.66634,8,dz2
1/14/2024,0,7,dz6
1/14/2024,102.3514,18,dz8
1/14/2024,0,23,dz6
1/14/2024,102.1531,23,dz2
1/15/2024,152.56203,7,dz9
1/15/2024,153.69121,23,dz9
1/15/2024,100.4135,8,dz2
1/15/2024,99.20042,18,dz8
1/15/2024,100.65,23,dz2
1/16/2024,152.6078,23,dz9
1/16/2024,147.36626,7,dz9
1/16/2024,95.29404,18,dz8
1/16/2024,99.98627,23,dz2
1/16/2024,98.82656,8,dz2
1/17/2024,99.7879,23,dz2
1/17/2024,152.53151,7,dz9
1/17/2024,107.2878,18,dz8
1/17/2024,149.9527,23,dz9
1/17/2024,87.33634,8,dz2
1/18/2024,146.81693,7,dz9
1/18/2024,105.6169,18,dz8
1/18/2024,98.6816,8,dz2
1/18/2024,147.35863,23,dz9
1/18/2024,99.62004,23,dz2
1/19/2024,155.04929,7,dz9
1/19/2024,106.2807,23,dz2
1/19/2024,0.06103702,8,dz11
1/19/2024,0.06103702,8,dz1
1/19/2024,107.944,18,dz8
1/19/2024,0.02288888,23,dz1
1/19/2024,106.1892,8,dz2
1/19/2024,153.98114,23,dz9
1/19/2024,141.8577,8,dz4
1/19/2024,134.6324,23,dz4
1/20/2024,152.913,23,dz9
1/20/2024,150.44862,7,dz9
1/20/2024,99.29197,8,dz2
1/20/2024,106.151,18,dz8
1/20/2024,140.7819,23,dz4
1/20/2024,0.06103702,8,dz11
1/20/2024,0.06103702,8,dz1
1/20/2024,102.092,23,dz2
1/20/2024,139.5535,8,dz4
1/20/2024,0.04577776,23,dz1
1/21/2024,86.7336,23,dz2
1/21/2024,0.1068148,8,dz11
1/21/2024,136.1736,8,dz4
1/21/2024,109.8743,18,dz8
1/21/2024,0.02288888,23,dz1
1/21/2024,99.85656,8,dz2
1/21/2024,136.1431,23,dz4
1/21/2024,0.1068148,8,dz1
1/22/2024,0,7,dz6
1/22/2024,0,23,dz6
1/22/2024,0,18,dz8
1/22/2024,0,8,dz3
1/22/2024,135.1894,23,dz4
1/22/2024,140.6217,8,dz4
1/22/2024,102.794,23,dz2
1/22/2024,102.8321,8,dz2
1/22/2024,0,23,dz3
1/23/2024,103.2212,23,dz2
1/23/2024,146.35915,7,dz9
1/23/2024,136.2957,8,dz4
1/23/2024,0,18,dz8
1/23/2024,135.2275,23,dz4
1/23/2024,0,7,dz6
1/23/2024,102.9847,8,dz2
1/23/2024,0,23,dz6
1/23/2024,0,8,dz3
1/23/2024,0,23,dz3
1/23/2024,146.67195,23,dz9
1/24/2024,136.2346,23,dz4
1/24/2024,0,18,dz8
1/24/2024,136.2957,8,dz4
1/24/2024,0,7,dz6
1/24/2024,0,23,dz6
1/24/2024,105.5559,23,dz2
1/24/2024,125.3319,8,dz2
1/24/2024,141.4686,8,dz3
1/24/2024,140.4996,23,dz3
1/25/2024,0,7,dz6
1/25/2024,141.2473,23,dz3
1/25/2024,0,18,dz8
1/25/2024,135.6548,8,dz4
1/25/2024,99.90234,23,dz2
1/25/2024,143.8032,8,dz3
1/25/2024,136.3491,23,dz4
1/25/2024,97.69738,8,dz2
1/25/2024,0,23,dz6
1/26/2024,135.5174,8,dz4
1/26/2024,146.64143,7,dz9
1/26/2024,146.96951,23,dz9
1/26/2024,141.2702,8,dz3
1/26/2024,135.6395,23,dz4
1/26/2024,86.31397,8,dz2
1/26/2024,99.65057,23,dz2
1/26/2024,140.5606,23,dz3
1/27/2024,102.4125,8,dz2
1/27/2024,135.96,7,dz6
1/27/2024,110.5457,18,dz8
1/27/2024,107.2802,23,dz2
1/27/2024,0.02288888,8,dz11
1/27/2024,0.02288888,23,dz1
1/27/2024,0.02288888,8,dz1
1/27/2024,135.8913,23,dz6
1/27/2024,135.9447,8,dz4
1/27/2024,135.9905,23,dz4
1/28/2024,104.1673,18,dz8
1/29/2024,153.13425,7,dz9
1/29/2024,139.6069,23,dz3
1/29/2024,0,8,dz11
1/29/2024,135.9523,8,dz4
1/29/2024,0,18,dz8
1/29/2024,102.5651,23,dz2
1/29/2024,100.4746,8,dz2
1/29/2024,0,23,dz1
1/29/2024,141.6822,8,dz3
1/29/2024,135.5937,23,dz4
1/29/2024,0,8,dz1
1/29/2024,154.11847,23,dz9
1/30/2024,0,18,dz8
1/30/2024,154.26344,7,dz9
1/30/2024,136.4711,8,dz4
1/30/2024,0,8,dz11
1/30/2024,140.4004,23,dz4
1/30/2024,0,8,dz1
1/30/2024,153.35551,23,dz9
1/30/2024,102.8932,8,dz2
1/30/2024,0,23,dz1
1/30/2024,141.7966,8,dz3
1/30/2024,103.534,23,dz2
1/30/2024,140.1868,23,dz3
1/31/2024,153.23343,7,dz9
1/31/2024,152.88248,23,dz9
1/31/2024,135.0291,8,dz4
1/31/2024,0,8,dz11
1/31/2024,102.9771,8,dz2
1/31/2024,135.6548,23,dz4
1/31/2024,141.4533,8,dz3
1/31/2024,0,18,dz8
1/31/2024,0,8,dz1
1/31/2024,104.091,23,dz2
1/31/2024,0,23,dz1
1/31/2024,140.5454,23,dz3
2/1/2024,151.96692,23,dz9
2/1/2024,154.26344,7,dz9
2/1/2024,0,8,dz11
2/1/2024,135.8837,23,dz4
2/1/2024,0,18,dz8
2/1/2024,136.3033,8,dz4
2/1/2024,0,23,dz1
2/1/2024,0,8,dz1
2/1/2024,105.9679,23,dz2
2/1/2024,103.9079,8,dz2
2/2/2024,101.9776,8,dz2
2/2/2024,0,7,dz6
2/2/2024,154.24054,23,dz9
2/2/2024,154.68306,7,dz9
2/2/2024,0,8,dz1
2/2/2024,137.318,23,dz4
2/2/2024,136.0744,8,dz4
2/2/2024,0,23,dz6
2/2/2024,0,8,dz11
2/2/2024,105.0447,23,dz2
2/2/2024,0,18,dz8
2/2/2024,0,23,dz1
2/3/2024,154.39314,7,dz9
2/3/2024,0,18,dz8
2/3/2024,0,7,dz6
2/3/2024,135.4717,8,dz4
2/3/2024,154.91196,23,dz9
2/3/2024,0,8,dz1
2/3/2024,0,8,dz11
2/3/2024,104.9684,8,dz2
2/3/2024,0,23,dz6
2/3/2024,136.0973,23,dz4
2/3/2024,106.3952,23,dz2
2/3/2024,0,23,dz1
2/4/2024,153.56151,7,dz9
2/4/2024,105.7619,8,dz2
2/4/2024,0,18,dz8
2/4/2024,104.152,23,dz2
2/4/2024,0,7,dz6
2/4/2024,135.1588,8,dz4
2/4/2024,135.2275,23,dz4
2/4/2024,0,23,dz6
2/4/2024,151.33366,23,dz9
2/5/2024,104.9913,23,dz2
2/5/2024,153.80566,7,dz9
2/5/2024,142.1323,8,dz3
2/5/2024,107.4175,18,dz8
2/5/2024,140.4614,23,dz3
2/5/2024,105.3957,8,dz2
2/5/2024,134.7316,23,dz4
2/5/2024,135.4259,8,dz4
2/5/2024,153.84381,23,dz9
2/6/2024,103.1373,23,dz2
2/6/2024,109.0045,18,dz8
2/6/2024,102.9237,8,dz2
2/6/2024,0,7,dz6
2/6/2024,140.8506,23,dz3
2/6/2024,153.9964,7,dz9
2/6/2024,142.5977,8,dz3
2/6/2024,0,23,dz4
2/6/2024,0,8,dz4
2/6/2024,0,23,dz6
2/6/2024,153.85144,23,dz9
2/7/2024,152.1958,7,dz9
2/7/2024,0,23,dz4
2/7/2024,0,7,dz6
2/7/2024,109.0121,18,dz8
2/7/2024,0,8,dz4
2/7/2024,0,8,dz11
2/7/2024,140.1257,23,dz3
2/7/2024,99.62768,8,dz2
2/7/2024,149.21262,23,dz9
2/7/2024,141.8271,8,dz3
2/7/2024,0,23,dz6
2/7/2024,0,8,dz1
2/7/2024,0,23,dz1
2/7/2024,103.2289,23,dz2
2/8/2024,152.81381,23,dz9
2/8/2024,152.95114,7,dz9
2/8/2024,0,8,dz4
2/8/2024,0,18,dz8
2/8/2024,0,23,dz4
2/8/2024,0,8,dz11
2/8/2024,142.2315,8,dz3
2/8/2024,140.8429,23,dz3
2/8/2024,0,8,dz1
2/8/2024,0,23,dz1
2/9/2024,155.11032,23,dz9
2/9/2024,0,8,dz11
2/9/2024,0,8,dz4
2/9/2024,152.48573,7,dz9
2/9/2024,0,23,dz4
2/9/2024,0,18,dz8
2/9/2024,140.5301,23,dz3
2/9/2024,141.5906,8,dz3
2/9/2024,0,23,dz1
2/9/2024,0,8,dz1
2/10/2024,0,8,dz1
2/10/2024,153.40129,23,dz9
2/10/2024,152.63832,7,dz9
2/10/2024,0,23,dz4
2/10/2024,141.2473,8,dz3
2/10/2024,140.0266,23,dz3
2/10/2024,0,18,dz8
2/10/2024,0,23,dz1
2/10/2024,0,8,dz4
2/10/2024,0,8,dz11
2/11/2024,0,18,dz8
2/12/2024,146.81693,7,dz9
2/12/2024,113.5594,23,dz2
2/12/2024,110.538,8,dz2
2/12/2024,146.69484,23,dz9
2/13/2024,151.19632,7,dz9
2/13/2024,111.9495,23,dz2
2/13/2024,113.5975,8,dz2
2/13/2024,154.67543,23,dz9
2/14/2024,154.47707,23,dz9
2/14/2024,0,8,dz11
2/14/2024,113.3686,8,dz2
2/14/2024,154.49232,7,dz9
2/14/2024,0,8,dz1
2/14/2024,113.0863,23,dz2
2/14/2024,0,23,dz1
2/15/2024,111.4383,8,dz2
2/15/2024,152.76804,7,dz9
2/15/2024,0,8,dz11
2/15/2024,154.78226,23,dz9
2/15/2024,0,8,dz1
2/15/2024,113.01,23,dz2
2/15/2024,0,23,dz1
2/16/2024,86.03931,7,dz9
2/16/2024,68.23176,23,dz9
2/16/2024,111.5604,8,dz2
2/16/2024,110.8737,23,dz2
2/17/2024,111.2247,23,dz2
2/17/2024,86.13087,7,dz9
2/17/2024,112.1097,8,dz2
2/17/2024,68.147835,23,dz9
2/18/2024,110.126,23,dz2
2/18/2024,86.48183,7,dz9
2/18/2024,110.95,8,dz2
2/18/2024,71.84057,23,dz9
2/20/2024,70.978424,23,dz9
2/20/2024,86.65731,7,dz9
2/20/2024,135.3343,8,dz4
2/20/2024,0,8,dz11
2/20/2024,135.5861,23,dz4
2/20/2024,110.9424,18,dz8
2/20/2024,140.3394,8,dz3
2/20/2024,110.8661,8,dz2
2/20/2024,141.0565,23,dz3
2/20/2024,110.4923,23,dz2
2/20/2024,0,8,dz1
2/20/2024,0,23,dz1
2/21/2024,110.7898,8,dz2
2/21/2024,86.77175,7,dz9
2/21/2024,70.36042,23,dz9
2/21/2024,0,8,dz11
2/21/2024,141.1481,8,dz3
2/21/2024,107.0971,18,dz8
2/21/2024,136.0134,23,dz4
2/21/2024,0,8,dz1
2/21/2024,139.2331,23,dz3
2/21/2024,136.7458,8,dz4
2/21/2024,111.034,23,dz2
2/21/2024,0,23,dz1
2/22/2024,69.20835,23,dz9
2/22/2024,0,8,dz11
2/22/2024,135.5861,8,dz4
2/22/2024,86.45894,7,dz9
2/22/2024,135.4717,23,dz4
2/22/2024,0,23,dz1
2/22/2024,0,8,dz1
2/22/2024,111.8732,8,dz2
2/22/2024,110.9653,23,dz2
2/22/2024,141.5067,8,dz3
2/22/2024,141.4914,23,dz3
2/23/2024,86.36738,7,dz9
2/23/2024,109.454636,23,dz9
2/23/2024,0,8,dz11
2/23/2024,0,8,dz1
2/23/2024,135.4793,23,dz4
2/23/2024,141.728,8,dz3
2/23/2024,0,23,dz1
2/23/2024,135.6929,8,dz4
2/23/2024,139.2712,23,dz3
2/24/2024,107.73034,23,dz9
2/24/2024,19.24192,7,dz9
2/24/2024,135.6853,8,dz4
2/24/2024,0,8,dz11
2/24/2024,135.7082,23,dz4
2/24/2024,0,8,dz1
2/24/2024,0,23,dz1
2/24/2024,141.7585,8,dz3
2/24/2024,141.4533,23,dz3
2/25/2024,141.644,23,dz3
2/25/2024,0,8,dz11
2/25/2024,141.1481,8,dz3
2/25/2024,0,8,dz1
2/25/2024,0,23,dz1
2/25/2024,135.3954,23,dz4
2/25/2024,135.052,8,dz4
2/26/2024,113.2237,8,dz2
2/26/2024,107.9516,23,dz9
2/26/2024,117.0537,18,dz8
2/26/2024,136.4788,23,dz4
2/26/2024,135.6319,8,dz4
2/26/2024,113.2771,23,dz2
2/27/2024,112.6286,8,dz2
2/27/2024,114.4902,18,dz8
2/27/2024,109.14945,23,dz9
2/27/2024,135.2428,8,dz4
2/27/2024,135.3267,23,dz4
2/27/2024,112.476,23,dz2
2/28/2024,116.16108,23,dz9
2/28/2024,115.5965,18,dz8
2/28/2024,135.4564,8,dz4
2/28/2024,135.96,23,dz4
2/28/2024,113.506,8,dz2
2/28/2024,112.8117,23,dz2
2/29/2024,135.2886,8,dz4
2/29/2024,113.8035,23,dz2
2/29/2024,115.894,18,dz8
2/29/2024,135.5708,23,dz4
2/29/2024,113.4754,8,dz2
2/29/2024,116.23737,23,dz9
3/1/2024,135.9294,23,dz4
3/1/2024,115.2226,18,dz8
3/1/2024,135.9981,8,dz4
3/1/2024,115.39049,23,dz9
3/1/2024,112.6896,23,dz2
3/1/2024,112.3844,8,dz2
3/2/2024,116.4434,18,dz8
3/2/2024,111.9648,8,dz2
3/2/2024,114.20789,23,dz9
3/2/2024,135.7234,8,dz4
3/2/2024,135.8989,23,dz4
3/2/2024,112.2852,23,dz2
3/3/2024,133.8313,8,dz4
3/3/2024,117.7557,18,dz8
3/4/2024,120.1437,18,dz8
3/4/2024,0,7,dz6
3/4/2024,0,8,dz2
3/4/2024,0,23,dz2
3/4/2024,109.86663,23,dz9
3/4/2024,136.2652,8,dz4
3/4/2024,136.2346,23,dz4
3/4/2024,0,23,dz6
3/5/2024,119.5944,18,dz8
3/5/2024,0,7,dz6
3/5/2024,135.2962,8,dz4
3/5/2024,145.1918,7,dz9
3/5/2024,146.53462,23,dz9
3/5/2024,0,8,dz2
3/5/2024,135.5251,23,dz4
3/5/2024,0,23,dz6
3/5/2024,0,23,dz2
3/6/2024,154.0727,23,dz9
3/6/2024,153.66832,7,dz9
3/6/2024,135.1588,8,dz4
3/6/2024,0,7,dz6
3/6/2024,118.038,18,dz8
3/6/2024,0,8,dz2
3/6/2024,135.1207,23,dz4
3/6/2024,0,23,dz6
3/6/2024,0,23,dz2
3/7/2024,0,7,dz6
3/7/2024,150.11292,23,dz9
3/7/2024,117.0614,18,dz8
3/7/2024,135.1207,8,dz4
3/7/2024,153.50047,7,dz9
3/7/2024,134.8079,23,dz4
3/7/2024,0,8,dz2
3/7/2024,0,23,dz6
3/7/2024,0,23,dz2
3/8/2024,0,23,dz1
3/8/2024,0,7,dz6
3/8/2024,0,8,dz2
3/8/2024,115.4592,18,dz8
3/8/2024,0,23,dz2
3/8/2024,0,8,dz11
3/8/2024,0,8,dz1
3/8/2024,0,23,dz6
3/8/2024,135.8837,8,dz4
3/8/2024,134.8689,23,dz4
3/9/2024,153.21054,23,dz9
3/9/2024,117.5344,18,dz8
3/9/2024,0,23,dz6
3/9/2024,154.21002,7,dz9
3/9/2024,135.2657,23,dz4
3/9/2024,0,8,dz11
3/9/2024,136.1278,8,dz4
3/9/2024,0,7,dz6
3/9/2024,0,23,dz2
3/9/2024,0,8,dz2
3/9/2024,0,8,dz1
3/9/2024,0,23,dz1
3/10/2024,0,7,dz6
3/10/2024,0,8,dz2
3/10/2024,0,8,dz11
3/10/2024,0,23,dz2
3/10/2024,114.2308,18,dz8
3/10/2024,0,8,dz1
3/10/2024,0,23,dz1
3/10/2024,135.1207,8,dz4
3/10/2024,0,23,dz6
3/10/2024,134.3501,23,dz4
3/11/2024,153.69884,23,dz9
3/11/2024,153.18765,7,dz9
3/11/2024,135.609,8,dz4
3/11/2024,0,8,dz11
3/11/2024,0,23,dz6
3/11/2024,0,7,dz6
3/11/2024,0,8,dz1
3/11/2024,135.2886,23,dz4
3/11/2024,0,23,dz1
3/12/2024,135.5861,8,dz4
3/12/2024,0,7,dz6
3/12/2024,134.9223,23,dz4
3/12/2024,146.53462,7,dz9
3/12/2024,0,23,dz6
3/12/2024,144.99344,23,dz9
3/13/2024,0,7,dz6
3/13/2024,145.0087,23,dz9
3/13/2024,135.4183,8,dz4
3/13/2024,0,23,dz6
3/13/2024,151.27263,7,dz9
3/13/2024,135.2962,23,dz4
3/14/2024,0,23,dz1
3/14/2024,0,7,dz6
3/14/2024,134.93,8,dz4
3/14/2024,146.66432,7,dz9
3/14/2024,135.1283,23,dz4
3/14/2024,0,8,dz11
3/14/2024,0,8,dz1
3/14/2024,0,23,dz6
3/14/2024,151.97455,23,dz9
3/15/2024,0,23,dz6
3/15/2024,156.44551,7,dz9
3/15/2024,0,8,dz11
3/15/2024,0,7,dz6
3/15/2024,135.9523,8,dz4
3/15/2024,135.0291,23,dz4
3/15/2024,0,8,dz1
3/15/2024,151.38707,23,dz9
3/15/2024,0,23,dz1
3/16/2024,0,7,dz6
3/16/2024,135.136,23,dz4
3/16/2024,135.4869,8,dz4
3/16/2024,0,23,dz6
3/16/2024,0,8,dz11
3/16/2024,151.21921,23,dz9
3/16/2024,0,8,dz1
3/16/2024,0,23,dz1
3/16/2024,153.38603,7,dz9
3/16/2024,141.5448,23,dz3
3/16/2024,141.6822,8,dz3
3/17/2024,0,8,dz11
3/17/2024,135.2962,23,dz4
3/17/2024,135.5251,8,dz4
3/17/2024,0,23,dz1
3/17/2024,0,8,dz1
3/17/2024,141.316,8,dz3
3/17/2024,140.3775,23,dz3
3/18/2024,121.4942,18,dz8
3/18/2024,0,7,dz6
3/18/2024,131.4814,8,dz2
3/18/2024,153.51573,7,dz9
3/18/2024,150.4181,23,dz9
3/18/2024,0,8,dz3
3/18/2024,0,23,dz6
3/18/2024,131.5119,23,dz2
3/18/2024,0,23,dz3
3/19/2024,154.62965,7,dz9
3/19/2024,118.8849,18,dz8
3/19/2024,0,23,dz6
3/19/2024,0,7,dz6
3/19/2024,0,8,dz3
3/19/2024,153.83618,23,dz9
3/19/2024,0.3204443,8,dz2
3/19/2024,0,23,dz3
3/20/2024,153.06558,7,dz9
3/20/2024,0,8,dz3
3/20/2024,0,7,dz6
3/20/2024,7.721183,18,dz8
3/20/2024,131.5577,23,dz2
3/20/2024,131.5119,8,dz2
3/20/2024,0,23,dz3
3/20/2024,153.7141,23,dz9
3/20/2024,0,23,dz6
3/21/2024,7.850886,18,dz8
3/21/2024,153.23343,7,dz9
3/21/2024,0,8,dz3
3/21/2024,0,7,dz6
3/21/2024,154.78226,23,dz9
3/21/2024,132.2062,8,dz2
3/21/2024,0,23,dz6
3/21/2024,0,23,dz3
3/21/2024,132.313,23,dz2
3/22/2024,0,23,dz3
3/22/2024,0,7,dz6
3/22/2024,0,8,dz3
3/22/2024,153.06558,7,dz9
3/22/2024,131.5806,23,dz2
3/22/2024,131.2906,8,dz2
3/22/2024,7.812738,18,dz8
3/22/2024,152.27211,23,dz9
3/22/2024,0,23,dz6
3/23/2024,0,7,dz6
3/23/2024,154.16425,23,dz9
3/23/2024,7.766961,18,dz8
3/23/2024,135.0978,8,dz4
3/23/2024,153.55388,7,dz9
3/23/2024,0,23,dz6
3/23/2024,131.7331,8,dz2
3/23/2024,135.0139,23,dz4
3/23/2024,141.8958,8,dz3
3/23/2024,138.4701,23,dz3
3/23/2024,131.283,23,dz2
3/24/2024,132.0841,23,dz2
3/24/2024,154.44655,7,dz9
3/24/2024,132.5037,8,dz2
3/24/2024,1.205481,18,dz8
3/24/2024,141.2854,23,dz3
3/24/2024,142.552,8,dz3
3/24/2024,134.4646,23,dz4
3/24/2024,135.464,8,dz4
3/24/2024,153.50047,23,dz9
3/25/2024,154.22528,23,dz9
3/25/2024,2.189703,18,dz8
3/25/2024,0,23,dz6
3/25/2024,153.95062,7,dz9
3/25/2024,141.3312,8,dz3
3/25/2024,0,7,dz6
3/25/2024,132.58,23,dz2
3/25/2024,139.729,23,dz3
3/25/2024,132.3206,8,dz2
3/26/2024,0,7,dz6
3/26/2024,131.1151,23,dz2
3/26/2024,141.3389,8,dz3
3/26/2024,8.049257,18,dz8
3/26/2024,154.69832,7,dz9
3/26/2024,141.4228,23,dz3
3/26/2024,131.1914,8,dz2
3/26/2024,0,23,dz6
3/26/2024,155.93433,23,dz9
3/27/2024,154.75937,23,dz9
3/27/2024,0,7,dz6
3/27/2024,143.9634,8,dz3
3/27/2024,7.728813,18,dz8
3/27/2024,0,23,dz6
3/27/2024,154.25581,7,dz9
3/27/2024,131.1533,8,dz2
3/27/2024,131.4509,23,dz2
3/27/2024,140.4386,23,dz3
3/28/2024,131.344,8,dz2
3/28/2024,0,7,dz6
3/28/2024,7.484664,18,dz8
3/28/2024,146.80167,7,dz9
3/28/2024,140.7285,23,dz3
3/28/2024,141.377,8,dz3
3/28/2024,131.2372,23,dz2
3/28/2024,0,23,dz6
3/28/2024,155.50706,23,dz9
